ticker,currency,company_name,exchange,exchange_short,timezone
HAL,USD,Halliburton Company,New York Stock Exchange,NYSE,America/New_York
IAG,USD,IAMGOLD Corporation,New York Stock Exchange,NYSE,America/New_York
IQV,USD,IQVIA Holdings Inc.,New York Stock Exchange,NYSE,America/New_York
NVTA,USD,Invitae Corporation,New York Stock Exchange,NYSE,America/New_York
KMG,USD,"KMG Chemicals, Inc.",New York Stock Exchange,NYSE,America/New_York
KEN,USD,Kenon Holdings Ltd.,New York Stock Exchange,NYSE,America/New_York
KMI,USD,"Kinder Morgan, Inc.",New York Stock Exchange,NYSE,America/New_York
KN,USD,Knowles Corporation,New York Stock Exchange,NYSE,America/New_York
LADR,USD,Ladder Capital Corp,New York Stock Exchange,NYSE,America/New_York
LNN,USD,Lindsay Corporation,New York Stock Exchange,NYSE,America/New_York
LAD,USD,"Lithia Motors, Inc.",New York Stock Exchange,NYSE,America/New_York
LXFR,USD,Luxfer Holdings PLC,New York Stock Exchange,NYSE,America/New_York
MFA,USD,"MFA Financial, Inc.",New York Stock Exchange,NYSE,America/New_York
MDLX,USD,Medley LLC SR NT 26,New York Stock Exchange,NYSE,America/New_York
MG,USD,"Mistras Group, Inc.",New York Stock Exchange,NYSE,America/New_York
MCO,USD,Moody's Corporation,New York Stock Exchange,NYSE,America/New_York
NM-H,USD,NAVIOS MARITIME/ADR,New York Stock Exchange,NYSE,America/New_York
NL,USD,"NL Industries, Inc.",New York Stock Exchange,NYSE,America/New_York
NYRT,USD,"New York REIT, Inc.",New York Stock Exchange,NYSE,America/New_York
NEXA,USD,Nexa Resources S.A.,New York Stock Exchange,NYSE,America/New_York
NOMD,USD,Nomad Foods Limited,New York Stock Exchange,NYSE,America/New_York
OSK,USD,Oshkosh Corporation,New York Stock Exchange,NYSE,America/New_York
OUT,USD,Outfront Media Inc.,New York Stock Exchange,NYSE,America/New_York
OMI,USD,"Owens & Minor, Inc.",New York Stock Exchange,NYSE,America/New_York
PNM,USD,"PNM Resources, Inc.",New York Stock Exchange,NYSE,America/New_York
PRO,USD,"PROS Holdings, Inc.",New York Stock Exchange,NYSE,America/New_York
PAM,USD,Pampa Energía S.A.,New York Stock Exchange,NYSE,America/New_York
P,USD,"Pandora Media, Inc.",New York Stock Exchange,NYSE,America/New_York
PSN,USD,Parsons Corporation,New York Stock Exchange,NYSE,America/New_York
PRGO,USD,Perrigo Company plc,New York Stock Exchange,NYSE,America/New_York
PF,USD,Pinnacle Foods Inc.,New York Stock Exchange,NYSE,America/New_York
POL,USD,PolyOne Corporation,New York Stock Exchange,NYSE,America/New_York
POST,USD,"Post Holdings, Inc.",New York Stock Exchange,NYSE,America/New_York
QEP,USD,"QEP Resources, Inc.",New York Stock Exchange,NYSE,America/New_York
QUAD,USD,"Quad/Graphics, Inc.",New York Stock Exchange,NYSE,America/New_York
QTM,USD,Quantum Corporation,New York Stock Exchange,NYSE,America/New_York
RYB,USD,"RYB Education, Inc.",New York Stock Exchange,NYSE,America/New_York
RWT,USD,"Redwood Trust, Inc.",New York Stock Exchange,NYSE,America/New_York
RVLV,USD,"Revolve Group, Inc.",New York Stock Exchange,NYSE,America/New_York
RXN,USD,Rexnord Corporation,New York Stock Exchange,NYSE,America/New_York
RDC,USD,Rowan Companies plc,New York Stock Exchange,NYSE,America/New_York
SCE-L,USD,SCE TRUST VI TR PRF,New York Stock Exchange,NYSE,America/New_York
SRL,USD,Scully Royalty Ltd.,New York Stock Exchange,NYSE,America/New_York
SA,USD,Seabridge Gold Inc.,New York Stock Exchange,NYSE,America/New_York
SSWN,USD,Seaspan Corporation,New York Stock Exchange,NYSE,America/New_York
SSW,USD,Seaspan Corporation,New York Stock Exchange,NYSE,America/New_York
SPA,USD,Sparton Corporation,New York Stock Exchange,NYSE,America/New_York
SYK,USD,Stryker Corporation,New York Stock Exchange,NYSE,America/New_York
SYF,USD,Synchrony Financial,New York Stock Exchange,NYSE,America/New_York
TAL,USD,TAL Education Group,New York Stock Exchange,NYSE,America/New_York
TTM,USD,Tata Motors Limited,New York Stock Exchange,NYSE,America/New_York
TNK,USD,Teekay Tankers Ltd.,New York Stock Exchange,NYSE,America/New_York
AES,USD,The AES Corporation,New York Stock Exchange,NYSE,America/New_York
BCO,USD,The Brink's Company,New York Stock Exchange,NYSE,America/New_York
GEO,USD,"The GEO Group, Inc.",New York Stock Exchange,NYSE,America/New_York
HSY,USD,The Hershey Company,New York Stock Exchange,NYSE,America/New_York
JOE,USD,The St. Joe Company,New York Stock Exchange,NYSE,America/New_York
TOL,USD,"Toll Brothers, Inc.",New York Stock Exchange,NYSE,America/New_York
TGI,USD,"Triumph Group, Inc.",New York Stock Exchange,NYSE,America/New_York
TROX,USD,Tronox Holdings plc,New York Stock Exchange,NYSE,America/New_York
U,USD,Unity Software Inc.,New York Stock Exchange,NYSE,America/New_York
EGY,USD,"VAALCO Energy, Inc.",New York Stock Exchange,NYSE,America/New_York
VVC,USD,Vectren Corporation,New York Stock Exchange,NYSE,America/New_York
VRTV,USD,Veritiv Corporation,New York Stock Exchange,NYSE,America/New_York
VNCE,USD,Vince Holding Corp.,New York Stock Exchange,NYSE,America/New_York
DYNC,USD,Vistra Energy Corp.,New York Stock Exchange,NYSE,America/New_York
VST,USD,Vistra Energy Corp.,New York Stock Exchange,NYSE,America/New_York
GWW,USD,"W.W. Grainger, Inc.",New York Stock Exchange,NYSE,America/New_York
WBC,USD,WABCO Holdings Inc.,New York Stock Exchange,NYSE,America/New_York
XPO,USD,"XPO Logistics, Inc.",New York Stock Exchange,NYSE,America/New_York
YETI,USD,"YETI Holdings, Inc.",New York Stock Exchange,NYSE,America/New_York
YALA,USD,Yalla Group Limited,New York Stock Exchange,NYSE,America/New_York
ZOES,USD,"Zoe's Kitchen, Inc.",New York Stock Exchange,NYSE,America/New_York
ELF,USD,"e.l.f. Beauty, Inc.",New York Stock Exchange,NYSE,America/New_York
ALP-Q,USD,ALABAMA PWR CL A PRF,New York Stock Exchange,NYSE,America/New_York
AER,USD,AerCap Holdings N.V.,New York Stock Exchange,NYSE,America/New_York
APH,USD,Amphenol Corporation,New York Stock Exchange,NYSE,America/New_York
AMPY,USD,Amplify Energy Corp.,New York Stock Exchange,NYSE,America/New_York
ASPN,USD,"Aspen Aerogels, Inc.",New York Stock Exchange,NYSE,America/New_York
ASB,USD,Associated Banc-Corp,New York Stock Exchange,NYSE,America/New_York
ACB,USD,Aurora Cannabis Inc.,New York Stock Exchange,NYSE,America/New_York
AVNS,USD,"Avanos Medical, Inc.",New York Stock Exchange,NYSE,America/New_York
AVYA,USD,Avaya Holdings Corp.,New York Stock Exchange,NYSE,America/New_York
AX,USD,"Axos Financial, Inc.",New York Stock Exchange,NYSE,America/New_York
BRT,USD,BRT Apartments Corp.,New York Stock Exchange,NYSE,America/New_York
BKR,USD,Baker Hughes Company,New York Stock Exchange,NYSE,America/New_York
BKS,USD,"Barnes & Noble, Inc.",New York Stock Exchange,NYSE,America/New_York
BY,USD,"Byline Bancorp, Inc.",New York Stock Exchange,NYSE,America/New_York
CSS,USD,"CSS Industries, Inc.",New York Stock Exchange,NYSE,America/New_York
CMD,USD,Cantel Medical Corp.,New York Stock Exchange,NYSE,America/New_York
CCL,USD,Carnival Corporation,New York Stock Exchange,NYSE,America/New_York
CE,USD,Celanese Corporation,New York Stock Exchange,NYSE,America/New_York
CHL,USD,China Mobile Limited,New York Stock Exchange,NYSE,America/New_York
CBB,USD,Cincinnati Bell Inc.,New York Stock Exchange,NYSE,America/New_York
CNS,USD,"Cohen & Steers, Inc.",New York Stock Exchange,NYSE,America/New_York
CLNY,USD,"Colony Capital, Inc.",New York Stock Exchange,NYSE,America/New_York
CAG,USD,"Conagra Brands, Inc.",New York Stock Exchange,NYSE,America/New_York
CTRA,USD,"Contura Energy, Inc.",New York Stock Exchange,NYSE,America/New_York
CTK,USD,CooTek (Cayman) Inc.,New York Stock Exchange,NYSE,America/New_York
GLW,USD,Corning Incorporated,New York Stock Exchange,NYSE,America/New_York
CCK,USD,"Crown Holdings, Inc.",New York Stock Exchange,NYSE,America/New_York
DBI,USD,Designer Brands Inc.,New York Stock Exchange,NYSE,America/New_York
DSW,USD,Designer Brands Inc.,New York Stock Exchange,NYSE,America/New_York
DPZ,USD,"Domino's Pizza, Inc.",New York Stock Exchange,NYSE,America/New_York
DEI,USD,"Douglas Emmett, Inc.",New York Stock Exchange,NYSE,America/New_York
EXP,USD,Eagle Materials Inc.,New York Stock Exchange,NYSE,America/New_York
EIX,USD,Edison International,New York Stock Exchange,NYSE,America/New_York
ELVT,USD,"Elevate Credit, Inc.",New York Stock Exchange,NYSE,America/New_York
EMR,USD,Emerson Electric Co.,New York Stock Exchange,NYSE,America/New_York
NDRO,USD,Enduro Royalty Trust,New York Stock Exchange,NYSE,America/New_York
ERF,USD,Enerplus Corporation,New York Stock Exchange,NYSE,America/New_York
EVH,USD,"Evolent Health, Inc.",New York Stock Exchange,NYSE,America/New_York
EXTN,USD,Exterran Corporation,New York Stock Exchange,NYSE,America/New_York
FSK,USD,FS KKR Capital Corp.,New York Stock Exchange,NYSE,America/New_York
FCN,USD,"FTI Consulting, Inc.",New York Stock Exchange,NYSE,America/New_York
FBR,USD,Fibria Celulose S.A.,New York Stock Exchange,NYSE,America/New_York
GEL,USD,"Genesis Energy, L.P.",New York Stock Exchange,NYSE,America/New_York
GPN,USD,Global Payments Inc.,New York Stock Exchange,NYSE,America/New_York
GMED,USD,"Globus Medical, Inc.",New York Stock Exchange,NYSE,America/New_York
HCA,USD,"HCA Healthcare, Inc.",New York Stock Exchange,NYSE,America/New_York
HL,USD,Hecla Mining Company,New York Stock Exchange,NYSE,America/New_York
HCLP,USD,Hi-Crush Partners LP,New York Stock Exchange,NYSE,America/New_York
HLI,USD,"Houlihan Lokey, Inc.",New York Stock Exchange,NYSE,America/New_York
HUBB,USD,Hubbell Incorporated,New York Stock Exchange,NYSE,America/New_York
HBM,USD,Hudbay Minerals Inc.,New York Stock Exchange,NYSE,America/New_York
HUN,USD,Huntsman Corporation,New York Stock Exchange,NYSE,America/New_York
NGVT,USD,Ingevity Corporation,New York Stock Exchange,NYSE,America/New_York
IVC,USD,Invacare Corporation,New York Stock Exchange,NYSE,America/New_York
JBGS,USD,JBG SMITH Properties,New York Stock Exchange,NYSE,America/New_York
JPM-G,USD,JPMORGAN CHASE/SH SH,New York Stock Exchange,NYSE,America/New_York
JPM,USD,JPMorgan Chase & Co.,New York Stock Exchange,NYSE,America/New_York
KEY-I,USD,KEYCORP NEW/SH SH NV,New York Stock Exchange,NYSE,America/New_York
KSU,USD,Kansas City Southern,New York Stock Exchange,NYSE,America/New_York
KTB,USD,"Kontoor Brands, Inc.",New York Stock Exchange,NYSE,America/New_York
LPL,USD,"LG Display Co., Ltd.",New York Stock Exchange,NYSE,America/New_York
LXU,USD,"LSB Industries, Inc.",New York Stock Exchange,NYSE,America/New_York
LTC,USD,"LTC Properties, Inc.",New York Stock Exchange,NYSE,America/New_York
LXFT,USD,"Luxoft Holding, Inc.",New York Stock Exchange,NYSE,America/New_York
MTB,USD,M&T Bank Corporation,New York Stock Exchange,NYSE,America/New_York
MKC.V,USD,MCCORMICK & CO/SH SH,New York Stock Exchange,NYSE,America/New_York
MTRN,USD,Materion Corporation,New York Stock Exchange,NYSE,America/New_York
MCK,USD,McKesson Corporation,New York Stock Exchange,NYSE,America/New_York
MDP,USD,Meredith Corporation,New York Stock Exchange,NYSE,America/New_York
NSCO,USD,"Nesco Holdings, Inc.",New York Stock Exchange,NYSE,America/New_York
NEE,USD,"NextEra Energy, Inc.",New York Stock Exchange,NYSE,America/New_York
NLSN,USD,Nielsen Holdings plc,New York Stock Exchange,NYSE,America/New_York
OAS,USD,Oasis Petroleum Inc.,New York Stock Exchange,NYSE,America/New_York
OBE,USD,Obsidian Energy Ltd.,New York Stock Exchange,NYSE,America/New_York
ONTO,USD,Onto Innovation Inc.,New York Stock Exchange,NYSE,America/New_York
OI,USD,"Owens-Illinois, Inc.",New York Stock Exchange,NYSE,America/New_York
PPG,USD,"PPG Industries, Inc.",New York Stock Exchange,NYSE,America/New_York
PE,USD,"Parsley Energy, Inc.",New York Stock Exchange,NYSE,America/New_York
PIR,USD,"Pier 1 Imports, Inc.",New York Stock Exchange,NYSE,America/New_York
PLNT,USD,"Planet Fitness, Inc.",New York Stock Exchange,NYSE,America/New_York
CTU,USD,Qwest Corp. NT 7% 25,New York Stock Exchange,NYSE,America/New_York
RAD,USD,Rite Aid Corporation,New York Stock Exchange,NYSE,America/New_York
ROAN,USD,"Roan Resources, Inc.",New York Stock Exchange,NYSE,America/New_York
RY,USD,Royal Bank of Canada,New York Stock Exchange,NYSE,America/New_York
SKM,USD,"SK Telecom Co., Ltd.",New York Stock Exchange,NYSE,America/New_York
SBR,USD,Sabine Royalty Trust,New York Stock Exchange,NYSE,America/New_York
SLB,USD,Schlumberger Limited,New York Stock Exchange,NYSE,America/New_York
SALT,USD,Scorpio Bulkers Inc.,New York Stock Exchange,NYSE,America/New_York
STNG,USD,Scorpio Tankers Inc.,New York Stock Exchange,NYSE,America/New_York
CKH,USD,Seacor Holdings Inc.,New York Stock Exchange,NYSE,America/New_York
SEMG,USD,SemGroup Corporation,New York Stock Exchange,NYSE,America/New_York
SBGL,USD,Sibanye Gold Limited,New York Stock Exchange,NYSE,America/New_York
SNA,USD,Snap-on Incorporated,New York Stock Exchange,NYSE,America/New_York
SOR,USD,"Source Capital, Inc.",New York Stock Exchange,NYSE,America/New_York
SRLP,USD,Sprague Resources LP,New York Stock Exchange,NYSE,America/New_York
SXC,USD,"SunCoke Energy, Inc.",New York Stock Exchange,NYSE,America/New_York
STI,USD,"SunTrust Banks, Inc.",New York Stock Exchange,NYSE,America/New_York
TEL,USD,TE Connectivity Ltd.,New York Stock Exchange,NYSE,America/New_York
TAHO,USD,Tahoe Resources Inc.,New York Stock Exchange,NYSE,America/New_York
TGE,USD,"Tallgrass Energy, LP",New York Stock Exchange,NYSE,America/New_York
TDOC,USD,"Teladoc Health, Inc.",New York Stock Exchange,NYSE,America/New_York
TDC,USD,Teradata Corporation,New York Stock Exchange,NYSE,America/New_York
CATO,USD,The Cato Corporation,New York Stock Exchange,NYSE,America/New_York
CC,USD,The Chemours Company,New York Stock Exchange,NYSE,America/New_York
CHN,USD,"The China Fund, Inc.",New York Stock Exchange,NYSE,America/New_York
HD,USD,"The Home Depot, Inc.",New York Stock Exchange,NYSE,America/New_York
IFN,USD,"The India Fund, Inc.",New York Stock Exchange,NYSE,America/New_York
KF,USD,"The Korea Fund, Inc.",New York Stock Exchange,NYSE,America/New_York
SO,USD,The Southern Company,New York Stock Exchange,NYSE,America/New_York
TG,USD,Tredegar Corporation,New York Stock Exchange,NYSE,America/New_York
UMH,USD,"UMH Properties, Inc.",New York Stock Exchange,NYSE,America/New_York
UNF,USD,UniFirst Corporation,New York Stock Exchange,NYSE,America/New_York
URI,USD,"United Rentals, Inc.",New York Stock Exchange,NYSE,America/New_York
VICI,USD,VICI Properties Inc.,New York Stock Exchange,NYSE,America/New_York
VSI,USD,"Vitamin Shoppe, Inc.",New York Stock Exchange,NYSE,America/New_York
VNO,USD,Vornado Realty Trust,New York Stock Exchange,NYSE,America/New_York
VOYA,USD,"Voya Financial, Inc.",New York Stock Exchange,NYSE,America/New_York
WY,USD,Weyerhaeuser Company,New York Stock Exchange,NYSE,America/New_York
CRM,USD,"salesforce.com, inc.",New York Stock Exchange,NYSE,America/New_York
AHC,USD,A.H. Belo Corporation,New York Stock Exchange,NYSE,America/New_York
AL,USD,Air Lease Corporation,New York Stock Exchange,NYSE,America/New_York
ALB,USD,Albemarle Corporation,New York Stock Exchange,NYSE,America/New_York
Y,USD,Alleghany Corporation,New York Stock Exchange,NYSE,America/New_York
AMH,USD,American Homes 4 Rent,New York Stock Exchange,NYSE,America/New_York
ANDX,USD,Andeavor Logistics LP,New York Stock Exchange,NYSE,America/New_York
ANET,USD,"Arista Networks, Inc.",New York Stock Exchange,NYSE,America/New_York
AGO,USD,Assured Guaranty Ltd.,New York Stock Exchange,NYSE,America/New_York
AVH,USD,Avianca Holdings S.A.,New York Stock Exchange,NYSE,America/New_York
SAN,USD,"Banco Santander, S.A.",New York Stock Exchange,NYSE,America/New_York
BSAC,USD,Banco Santander-Chile,New York Stock Exchange,NYSE,America/New_York
BH,USD,Biglari Holdings Inc.,New York Stock Exchange,NYSE,America/New_York
BCC,USD,Boise Cascade Company,New York Stock Exchange,NYSE,America/New_York
BQ,USD,Boqii Holding Limited,New York Stock Exchange,NYSE,America/New_York
BORR,USD,Borr Drilling Limited,New York Stock Exchange,NYSE,America/New_York
BC,USD,Brunswick Corporation,New York Stock Exchange,NYSE,America/New_York
CX,USD,"CEMEX, S.A.B. de C.V.",New York Stock Exchange,NYSE,America/New_York
EBR.B,USD,CENTRAIS ELETRI/S ADR,New York Stock Exchange,NYSE,America/New_York
CIG.C,USD,COMPANHIA ENERG/S ADR,New York Stock Exchange,NYSE,America/New_York
CYS,USD,"CYS Investments, Inc.",New York Stock Exchange,NYSE,America/New_York
ELY,USD,Callaway Golf Company,New York Stock Exchange,NYSE,America/New_York
CPT,USD,Camden Property Trust,New York Stock Exchange,NYSE,America/New_York
CPB,USD,Campbell Soup Company,New York Stock Exchange,NYSE,America/New_York
CNNE,USD,"Cannae Holdings, Inc.",New York Stock Exchange,NYSE,America/New_York
CAH,USD,"Cardinal Health, Inc.",New York Stock Exchange,NYSE,America/New_York
CLDT,USD,Chatham Lodging Trust,New York Stock Exchange,NYSE,America/New_York
CWEN,USD,"Clearway Energy, Inc.",New York Stock Exchange,NYSE,America/New_York
CWEN-A,USD,"Clearway Energy, Inc.",New York Stock Exchange,NYSE,America/New_York
NYLD,USD,"Clearway Energy, Inc.",New York Stock Exchange,NYSE,America/New_York
CLF,USD,Cleveland-Cliffs Inc.,New York Stock Exchange,NYSE,America/New_York
CMA,USD,Comerica Incorporated,New York Stock Exchange,NYSE,America/New_York
CXO,USD,Concho Resources Inc.,New York Stock Exchange,NYSE,America/New_York
CNDT,USD,Conduent Incorporated,New York Stock Exchange,NYSE,America/New_York
CVG,USD,Convergys Corporation,New York Stock Exchange,NYSE,America/New_York
DQ,USD,Daqo New Energy Corp.,New York Stock Exchange,NYSE,America/New_York
DAL,USD,"Delta Air Lines, Inc.",New York Stock Exchange,NYSE,America/New_York
D,USD,"Dominion Energy, Inc.",New York Stock Exchange,NYSE,America/New_York
DCUE,USD,"Dominion Energy, Inc.",New York Stock Exchange,NYSE,America/New_York
DCO,USD,Ducommun Incorporated,New York Stock Exchange,NYSE,America/New_York
ECT,USD,ECA Marcellus Trust I,New York Stock Exchange,NYSE,America/New_York
EPE,USD,EP Energy Corporation,New York Stock Exchange,NYSE,America/New_York
KODK,USD,Eastman Kodak Company,New York Stock Exchange,NYSE,America/New_York
ETN,USD,Eaton Corporation plc,New York Stock Exchange,NYSE,America/New_York
ESI,USD,Element Solutions Inc,New York Stock Exchange,NYSE,America/New_York
LLY,USD,Eli Lilly and Company,New York Stock Exchange,NYSE,America/New_York
ENLC,USD,"EnLink Midstream, LLC",New York Stock Exchange,NYSE,America/New_York
XAN,USD,Exantas Capital Corp.,New York Stock Exchange,NYSE,America/New_York
SFUN,USD,Fang Holdings Limited,New York Stock Exchange,NYSE,America/New_York
FLS,USD,Flowserve Corporation,New York Stock Exchange,NYSE,America/New_York
FCX,USD,Freeport-McMoRan Inc.,New York Stock Exchange,NYSE,America/New_York
GBL,USD,"GAMCO Investors, Inc.",New York Stock Exchange,NYSE,America/New_York
GS-K,USD,GOLDMAN SACHS G/SH SH,New York Stock Exchange,NYSE,America/New_York
GNRC,USD,Generac Holdings Inc.,New York Stock Exchange,NYSE,America/New_York
GPC,USD,Genuine Parts Company,New York Stock Exchange,NYSE,America/New_York
GRAF,USD,Graf Industrial Corp.,New York Stock Exchange,NYSE,America/New_York
GTN,USD,"Gray Television, Inc.",New York Stock Exchange,NYSE,America/New_York
GDOT,USD,Green Dot Corporation,New York Stock Exchange,NYSE,America/New_York
GHL,USD,"Greenhill & Co., Inc.",New York Stock Exchange,NYSE,America/New_York
HOG,USD,"Harley-Davidson, Inc.",New York Stock Exchange,NYSE,America/New_York
HTH,USD,Hilltop Holdings Inc.,New York Stock Exchange,NYSE,America/New_York
HMC,USD,"Honda Motor Co., Ltd.",New York Stock Exchange,NYSE,America/New_York
HGT,USD,Hugoton Royalty Trust,New York Stock Exchange,NYSE,America/New_York
IPI,USD,"Intrepid Potash, Inc.",New York Stock Exchange,NYSE,America/New_York
INVH,USD,Invitation Homes Inc.,New York Stock Exchange,NYSE,America/New_York
ICL,USD,Israel Chemicals Ltd.,New York Stock Exchange,NYSE,America/New_York
JMIA,USD,Jumia Technologies AG,New York Stock Exchange,NYSE,America/New_York
KDMN,USD,"Kadmon Holdings, Inc.",New York Stock Exchange,NYSE,America/New_York
KDP,USD,Keurig Dr Pepper Inc.,New York Stock Exchange,NYSE,America/New_York
KOP,USD,Koppers Holdings Inc.,New York Stock Exchange,NYSE,America/New_York
LLL,USD,"L3 Technologies, Inc.",New York Stock Exchange,NYSE,America/New_York
LZB,USD,La-Z-Boy Incorporated,New York Stock Exchange,NYSE,America/New_York
LCI,USD,"Lannett Company, Inc.",New York Stock Exchange,NYSE,America/New_York
LVS,USD,Las Vegas Sands Corp.,New York Stock Exchange,NYSE,America/New_York
LDOS,USD,"Leidos Holdings, Inc.",New York Stock Exchange,NYSE,America/New_York
LEJU,USD,Leju Holdings Limited,New York Stock Exchange,NYSE,America/New_York
MDC,USD,"M.D.C. Holdings, Inc.",New York Stock Exchange,NYSE,America/New_York
MANU,USD,Manchester United plc,New York Stock Exchange,NYSE,America/New_York
MYOV,USD,Myovant Sciences Ltd.,New York Stock Exchange,NYSE,America/New_York
NM-G,USD,NAVIOS MARITIME/S ADR,New York Stock Exchange,NYSE,America/New_York
NYCB-A,USD,NY CMNTY BANCOR/SH SH,New York Stock Exchange,NYSE,America/New_York
NTP,USD,Nam Tai Property Inc.,New York Stock Exchange,NYSE,America/New_York
NEU,USD,NewMarket Corporation,New York Stock Exchange,NYSE,America/New_York
NOAH,USD,Noah Holdings Limited,New York Stock Exchange,NYSE,America/New_York
NE,USD,Noble Corporation plc,New York Stock Exchange,NYSE,America/New_York
NMR,USD,"Nomura Holdings, Inc.",New York Stock Exchange,NYSE,America/New_York
OMN,USD,OMNOVA Solutions Inc.,New York Stock Exchange,NYSE,America/New_York
ONDK,USD,"On Deck Capital, Inc.",New York Stock Exchange,NYSE,America/New_York
PBR.A,USD,PETROLEO BRASIL/S ADR,New York Stock Exchange,NYSE,America/New_York
PGTI,USD,"PGT Innovations, Inc.",New York Stock Exchange,NYSE,America/New_York
PGRE,USD,"Paramount Group, Inc.",New York Stock Exchange,NYSE,America/New_York
PAYC,USD,"Paycom Software, Inc.",New York Stock Exchange,NYSE,America/New_York
PROS,USD,"ProSight Global, Inc.",New York Stock Exchange,NYSE,America/New_York
PWR,USD,"Quanta Services, Inc.",New York Stock Exchange,NYSE,America/New_York
RMAX,USD,"RE/MAX Holdings, Inc.",New York Stock Exchange,NYSE,America/New_York
RMG,USD,RMG Acquisition Corp.,New York Stock Exchange,NYSE,America/New_York
RTW,USD,"RTW Retailwinds, Inc.",New York Stock Exchange,NYSE,America/New_York
PACK,USD,Ranpak Holdings Corp.,New York Stock Exchange,NYSE,America/New_York
SCPE,USD,SC Health Corporation,New York Stock Exchange,NYSE,America/New_York
SLG,USD,SL Green Realty Corp.,New York Stock Exchange,NYSE,America/New_York
STAG,USD,"STAG Industrial, Inc.",New York Stock Exchange,NYSE,America/New_York
SDLP,USD,Seadrill Partners LLC,New York Stock Exchange,NYSE,America/New_York
FOUR,USD,"Shift4 Payments, Inc.",New York Stock Exchange,NYSE,America/New_York
SKX,USD,"Skechers U.S.A., Inc.",New York Stock Exchange,NYSE,America/New_York
SAVE,USD,"Spirit Airlines, Inc.",New York Stock Exchange,NYSE,America/New_York
SUI,USD,"Sun Communities, Inc.",New York Stock Exchange,NYSE,America/New_York
TRP,USD,TC Energy Corporation,New York Stock Exchange,NYSE,America/New_York
TLRD,USD,"Tailored Brands, Inc.",New York Stock Exchange,NYSE,America/New_York
TRGP,USD,Targa Resources Corp.,New York Stock Exchange,NYSE,America/New_York
TCO,USD,"Taubman Centers, Inc.",New York Stock Exchange,NYSE,America/New_York
TI,USD,Telecom Italia S.p.A.,New York Stock Exchange,NYSE,America/New_York
TFX,USD,Teleflex Incorporated,New York Stock Exchange,NYSE,America/New_York
AZEK,USD,The AZEK Company Inc.,New York Stock Exchange,NYSE,America/New_York
KO,USD,The Coca-Cola Company,New York Stock Exchange,NYSE,America/New_York
MXF,USD,"The Mexico Fund, Inc.",New York Stock Exchange,NYSE,America/New_York
TWN,USD,"The Taiwan Fund, Inc.",New York Stock Exchange,NYSE,America/New_York
THO,USD,"Thor Industries, Inc.",New York Stock Exchange,NYSE,America/New_York
TMK,USD,Torchmark Corporation,New York Stock Exchange,NYSE,America/New_York
TAC,USD,TransAlta Corporation,New York Stock Exchange,NYSE,America/New_York
THS,USD,"TreeHouse Foods, Inc.",New York Stock Exchange,NYSE,America/New_York
TRCO,USD,Tribune Media Company,New York Stock Exchange,NYSE,America/New_York
UVV,USD,Universal Corporation,New York Stock Exchange,NYSE,America/New_York
UE,USD,Urban Edge Properties,New York Stock Exchange,NYSE,America/New_York
VNTR,USD,Venator Materials PLC,New York Stock Exchange,NYSE,America/New_York
VET,USD,Vermilion Energy Inc.,New York Stock Exchange,NYSE,America/New_York
VG,USD,Vonage Holdings Corp.,New York Stock Exchange,NYSE,America/New_York
PPR,USD,Voya Prime Rate Trust,New York Stock Exchange,NYSE,America/New_York
WD,USD,"Walker & Dunlop, Inc.",New York Stock Exchange,NYSE,America/New_York
WFC-PT,USD,Wells Fargo & Company,New York Stock Exchange,NYSE,America/New_York
WFC-PO,USD,Wells Fargo & Company,New York Stock Exchange,NYSE,America/New_York
WFC-PP,USD,Wells Fargo & Company,New York Stock Exchange,NYSE,America/New_York
WFC-PL,USD,Wells Fargo & Company,New York Stock Exchange,NYSE,America/New_York
WFC-PR,USD,Wells Fargo & Company,New York Stock Exchange,NYSE,America/New_York
WFC-PQ,USD,Wells Fargo & Company,New York Stock Exchange,NYSE,America/New_York
WFC-PV,USD,Wells Fargo & Company,New York Stock Exchange,NYSE,America/New_York
WFC-PN,USD,Wells Fargo & Company,New York Stock Exchange,NYSE,America/New_York
WFC,USD,Wells Fargo & Company,New York Stock Exchange,NYSE,America/New_York
WFC-PX,USD,Wells Fargo & Company,New York Stock Exchange,NYSE,America/New_York
WFC-PZ,USD,Wells Fargo & Company,New York Stock Exchange,NYSE,America/New_York
WFC-PW,USD,Wells Fargo & Company,New York Stock Exchange,NYSE,America/New_York
WFC-PY,USD,Wells Fargo & Company,New York Stock Exchange,NYSE,America/New_York
WHR,USD,Whirlpool Corporation,New York Stock Exchange,NYSE,America/New_York
WSM,USD,"Williams-Sonoma, Inc.",New York Stock Exchange,NYSE,America/New_York
YPF,USD,YPF Sociedad Anónima,New York Stock Exchange,NYSE,America/New_York
DDD,USD,3D Systems Corporation,New York Stock Exchange,NYSE,America/New_York
ALK,USD,"Alaska Air Group, Inc.",New York Stock Exchange,NYSE,America/New_York
COLD,USD,Americold Realty Trust,New York Stock Exchange,NYSE,America/New_York
BC-B,USD,BRUNSWICK 6 25 SNR NTS,New York Stock Exchange,NYSE,America/New_York
BWXT,USD,"BWX Technologies, Inc.",New York Stock Exchange,NYSE,America/New_York
BZH,USD,"Beazer Homes USA, Inc.",New York Stock Exchange,NYSE,America/New_York
