ticker,currency,company_name,exchange,exchange_short,timezone
PTE,USD,"PolarityTE, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
POOL,USD,Pool Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
PWFL,USD,"PowerFleet, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
PSMT,USD,"PriceSmart, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
PFPT,USD,"Proofpoint, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
QTRH,USD,Quarterhill Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
QNST,USD,"QuinStreet, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
QUMU,USD,Qumu Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
QTNT,USD,Quotient Limited,NASDAQ Stock Exchange,NASDAQ,America/New_York
RDVT,USD,"Red Violet, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
RGLD,USD,"Royal Gold, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SANW,USD,S&W Seed Company,NASDAQ Stock Exchange,NASDAQ,America/New_York
SINA,USD,SINA Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
SMTX,USD,SMTC Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
SGRP,USD,"SPAR Group, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SSLJ,USD,SSLJ.com Limited,NASDAQ Stock Exchange,NASDAQ,America/New_York
SFET,USD,Safe-T Group Ltd,NASDAQ Stock Exchange,NASDAQ,America/New_York
SCSC,USD,"ScanSource, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SFLY,USD,"Shutterfly, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SGLB,USD,"Sigma Labs, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SND,USD,"Smart Sand, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SOHU,USD,Sohu.com Limited,NASDAQ Stock Exchange,NASDAQ,America/New_York
SMRT,USD,"Stein Mart, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SRCL,USD,"Stericycle, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SFIX,USD,"Stitch Fix, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SUMO,USD,"Sumo Logic, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
TCRD,USD,"THL Credit, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
TTGT,USD,"TechTarget, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
TTEK,USD,"Tetra Tech, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
ORG,USD,The Organics ETF,NASDAQ Stock Exchange,NASDAQ,America/New_York
TIVO,USD,TiVo Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
TCBK,USD,TriCo Bancshares,NASDAQ Stock Exchange,NASDAQ,America/New_York
ECOLW,USD,"US Ecology, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
ECOL,USD,"US Ecology, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
UNIT,USD,Uniti Group Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
VALU,USD,"Value Line, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
VRML,USD,"Vermillion, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
XOMA,USD,XOMA Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
XEL,USD,Xcel Energy Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
QFIN,USD,"360 Finance, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SHLM,USD,"A. Schulman, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
AMCX,USD,AMC Networks Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASML,USD,ASML Holding N.V.,NASDAQ Stock Exchange,NASDAQ,America/New_York
ACET,USD,Aceto Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
AHCO,USD,AdaptHealth Corp.,NASDAQ Stock Exchange,NASDAQ,America/New_York
AEHR,USD,Aehr Test Systems,NASDAQ Stock Exchange,NASDAQ,America/New_York
AQMS,USD,"Aqua Metals, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
ASPU,USD,"Aspen Group, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
BCBP,USD,"BCB Bancorp, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
BLMT,USD,"BSB Bancorp, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
BYND,USD,"Beyond Meat, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
BYSI,USD,BeyondSpring Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
BVSN,USD,"BroadVision, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
CBMB,USD,"CBM Bancorp, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
CCLP,USD,CSI Compressco LP,NASDAQ Stock Exchange,NASDAQ,America/New_York
CATC,USD,Cambridge Bancorp,NASDAQ Stock Exchange,NASDAQ,America/New_York
CERS,USD,Cerus Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
CTRN,USD,"Citi Trends, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
WISH,USD,ContextLogic Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
CRON,USD,Cronos Group Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
CYTR,USD,CytRx Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
DDOC,USD,"DERMAdoctor, LLC.",NASDAQ Stock Exchange,NASDAQ,America/New_York
DRIO,USD,DarioHealth Corp.,NASDAQ Stock Exchange,NASDAQ,America/New_York
DLTR,USD,"Dollar Tree, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
FFIV,USD,"F5 Networks, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
FONR,USD,FONAR Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
FSBC,USD,"FSB Bancorp, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
FVCB,USD,"FVCBankcorp, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
FSLR,USD,"First Solar, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
FLKS,USD,"Flex Pharma, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
FPAY,USD,"FlexShopper, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
FWONK,USD,Formula One Group,NASDAQ Stock Exchange,NASDAQ,America/New_York
FWONA,USD,Formula One Group,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTSV,USD,"Forty Seven, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
GLIBP,USD,"GCI Liberty, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
GLIBA,USD,"GCI Liberty, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
GVP,USD,"GSE Systems, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
GSVC,USD,GSV Capital Corp.,NASDAQ Stock Exchange,NASDAQ,America/New_York
GERN,USD,Geron Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
GIGM,USD,GigaMedia Limited,NASDAQ Stock Exchange,NASDAQ,America/New_York
GLNG,USD,Golar LNG Limited,NASDAQ Stock Exchange,NASDAQ,America/New_York
GRVY,USD,"Gravity Co., Ltd.",NASDAQ Stock Exchange,NASDAQ,America/New_York
GPRE,USD,Green Plains Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
HSKA,USD,Heska Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
HDP,USD,"Hortonworks, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
ICUI,USD,"ICU Medical, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
INTL,USD,INTL FCStone Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
NTEC,USD,Intec Pharma Ltd.,NASDAQ Stock Exchange,NASDAQ,America/New_York
INTC,USD,Intel Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
QQQ,USD,Invesco QQQ Trust,NASDAQ Stock Exchange,NASDAQ,America/New_York
JFIN,USD,Jiayin Group Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
KOPN,USD,Kopin Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
TREE,USD,"LendingTree, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
TAX,USD,"Liberty Tax, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
LMNR,USD,Limoneira Company,NASDAQ Stock Exchange,NASDAQ,America/New_York
MDCA,USD,MDC Partners Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
MGNX,USD,"MacroGenics, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
MTCH,USD,"Match Group, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
MBINP,USD,Merchants Bancorp,NASDAQ Stock Exchange,NASDAQ,America/New_York
MBINO,USD,Merchants Bancorp,NASDAQ Stock Exchange,NASDAQ,America/New_York
MBIN,USD,Merchants Bancorp,NASDAQ Stock Exchange,NASDAQ,America/New_York
MESO,USD,Mesoblast Limited,NASDAQ Stock Exchange,NASDAQ,America/New_York
MVIS,USD,"MicroVision, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
MINI,USD,"Mobile Mini, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
MORN,USD,"Morningstar, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
MBIO,USD,"Mustang Bio, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
NODK,USD,"NI Holdings, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
NEO,USD,"NeoGenomics, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
NETE,USD,"Net Element, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
NURO,USD,"NeuroMetrix, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
NUROW,USD,"NeuroMetrix, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
STIM,USD,"Neuronetics, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
NDLS,USD,Noodles & Company,NASDAQ Stock Exchange,NASDAQ,America/New_York
NBN,USD,Northeast Bancorp,NASDAQ Stock Exchange,NASDAQ,America/New_York
NTRI,USD,"Nutrisystem, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
OPK,USD,"OPKO Health, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
OSIS,USD,"OSI Systems, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
OZON,USD,Ozon Holdings PLC,NASDAQ Stock Exchange,NASDAQ,America/New_York
PRGX,USD,"PRGX Global, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
PASG,USD,"Passage Bio, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
PS,USD,"Pluralsight, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
POLA,USD,"Polar Power, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
ROST,USD,"Ross Stores, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
STBA,USD,"S&T Bancorp, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SGOC,USD,"SGOCO Group, Ltd.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SITO,USD,"SITO Mobile, Ltd.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SABR,USD,Sabre Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
SCWX,USD,SecureWorks Corp.,NASDAQ Stock Exchange,NASDAQ,America/New_York
SHSP,USD,"SharpSpring, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SSTI,USD,"ShotSpotter, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SSBI,USD,Summit State Bank,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPRT,USD,"Support.com, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
TMUS,USD,"T-Mobile US, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
TLS,USD,Telos Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
TBBK,USD,"The Bancorp, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
XONE,USD,The ExOne Company,NASDAQ Stock Exchange,NASDAQ,America/New_York
TRIP,USD,"TripAdvisor, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
TOUR,USD,Tuniu Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
TRCB,USD,Two River Bancorp,NASDAQ Stock Exchange,NASDAQ,America/New_York
USEG,USD,U.S. Energy Corp.,NASDAQ Stock Exchange,NASDAQ,America/New_York
ULTA,USD,"Ulta Beauty, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
VBIV,USD,VBI Vaccines Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
VRNA,USD,Verona Pharma plc,NASDAQ Stock Exchange,NASDAQ,America/New_York
VICR,USD,Vicor Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
VUZI,USD,Vuzix Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
WCFB,USD,"WCF Bancorp, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
WB,USD,Weibo Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
WEYS,USD,"Weyco Group, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
XELB,USD,"Xcel Brands, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
XPER,USD,Xperi Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
LIFE,USD,"aTyr Pharma, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
EGAN,USD,eGain Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
ECOR,USD,"electroCore, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
ATEX,USD,"pdvWireless, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
PDVW,USD,"pdvWireless, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
TXG,USD,"10x Genomics, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
KRKR,USD,36Kr Holdings Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
ACMR,USD,"ACM Research, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
ASV,USD,"ASV Holdings, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
ACST,USD,Acasti Pharma Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
AEGN,USD,Aegion Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
ALYA,USD,Alithya Group Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
AMMA,USD,"Alliance MMA, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
APPN,USD,Appian Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASFI,USD,"Asta Funding, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
ATRI,USD,Atrion Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
BBQ,USD,"BBQ Holdings, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
BLU,USD,BELLUS Health Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
BGCP,USD,"BGC Partners, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
BGCPV,USD,"BGC Partners, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
BANR,USD,Banner Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
BNFT,USD,"Benefitfocus, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
BEAT,USD,"BioTelemetry, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
BLNK,USD,Blink Charging Co.,NASDAQ Stock Exchange,NASDAQ,America/New_York
BRKR,USD,Bruker Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
CLPS,USD,CLPS Incorporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
CNMD,USD,CONMED Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
CBLK,USD,"Carbon Black, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
CASA,USD,"Casa Systems, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
CERN,USD,Cerner Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
CCXI,USD,"ChemoCentryx, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
CTAS,USD,Cintas Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
CRUS,USD,"Cirrus Logic, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
CLAR,USD,Clarus Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
CSGP,USD,"CoStar Group, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
CGNX,USD,Cognex Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
CRVL,USD,CorVel Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
CRWS,USD,"Crown Crafts, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
CMLS,USD,Cumulus Media Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
DLHC,USD,DLH Holdings Corp.,NASDAQ Stock Exchange,NASDAQ,America/New_York
DRRX,USD,DURECT Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
DADA,USD,Dada Nexus Limited,NASDAQ Stock Exchange,NASDAQ,America/New_York
DGLY,USD,"Digital Ally, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
DGICB,USD,Donegal Group Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
DGICA,USD,Donegal Group Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
EMKR,USD,EMCORE Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
ESSA,USD,"ESSA Bancorp, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
EVOP,USD,"EVO Payments, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
EGLT,USD,Egalet Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
ESLT,USD,Elbit Systems Ltd.,NASDAQ Stock Exchange,NASDAQ,America/New_York
EFOI,USD,"Energy Focus, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
EVOK,USD,"Evoke Pharma, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
FLIR,USD,"FLIR Systems, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
FNCB,USD,"FNCB Bancorp, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
FRPH,USD,"FRP Holdings, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
FWP,USD,Forward Pharma A/S,NASDAQ Stock Exchange,NASDAQ,America/New_York
FOSL,USD,"Fossil Group, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
FORK,USD,Fuling Global Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
GWGH,USD,"GWG Holdings, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
GBIO,USD,Generation Bio Co.,NASDAQ Stock Exchange,NASDAQ,America/New_York
GNTX,USD,Gentex Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
GOSS,USD,"Gossamer Bio, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
HMSY,USD,HMS Holdings Corp.,NASDAQ Stock Exchange,NASDAQ,America/New_York
HQY,USD,"HealthEquity, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
HSTM,USD,"HealthStream, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
HSIC,USD,"Henry Schein, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
HBCP,USD,"Home Bancorp, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
HOPE,USD,"Hope Bancorp, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
HSON,USD,"Hudson Global, Inc",NASDAQ Stock Exchange,NASDAQ,America/New_York
IDSY,USD,"I.D. Systems, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
ICCH,USD,"ICC Holdings, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
IESC,USD,"IES Holdings, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
IIVI,USD,II-VI Incorporated,NASDAQ Stock Exchange,NASDAQ,America/New_York
IRIX,USD,IRIDEX Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
IMMU,USD,"Immunomedics, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
INCY,USD,Incyte Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
IPHA,USD,Innate Pharma S.A.,NASDAQ Stock Exchange,NASDAQ,America/New_York
IDCC,USD,"InterDigital, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
INTX,USD,Intersections Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
JAMF,USD,Jamf Holding Corp.,NASDAQ Stock Exchange,NASDAQ,America/New_York
JTPY,USD,JetPay Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
LNDC,USD,Landec Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
LGCYP,USD,Legacy Reserves LP,NASDAQ Stock Exchange,NASDAQ,America/New_York
LBTYA,USD,Liberty Global Plc,NASDAQ Stock Exchange,NASDAQ,America/New_York
LBTYK,USD,Liberty Global Plc,NASDAQ Stock Exchange,NASDAQ,America/New_York
LBTYB,USD,Liberty Global Plc,NASDAQ Stock Exchange,NASDAQ,America/New_York
LK,USD,Luckin Coffee Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
MBFIO,USD,"MB Financial, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
MBFI,USD,"MB Financial, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
MMYT,USD,MakeMyTrip Limited,NASDAQ Stock Exchange,NASDAQ,America/New_York
MBUU,USD,"Malibu Boats, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
MASI,USD,Masimo Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
MELI,USD,"MercadoLibre, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
NIHD,USD,"NII Holdings, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
NMIH,USD,"NMI Holdings, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
NVDA,USD,NVIDIA Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
NAOV,USD,"NanoVibronix, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
NEOG,USD,Neogen Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
NWL,USD,Newell Brands Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
NKLAW,USD,Nikola Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
NKLA,USD,Nikola Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
OVLY,USD,Oak Valley Bancorp,NASDAQ Stock Exchange,NASDAQ,America/New_York
ORIG,USD,Ocean Rig UDW Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
ODP,USD,"Office Depot, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
OMER,USD,Omeros Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
SKIS,USD,"Peak Resorts, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
PXS,USD,Pyxis Tankers Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
QCRH,USD,"QCR Holdings, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
QDEL,USD,Quidel Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
RAPT,USD,RAPT THERAPEUTI/SH,NASDAQ Stock Exchange,NASDAQ,America/New_York
RMBI,USD,RICHMOND MUT BA/SH,NASDAQ Stock Exchange,NASDAQ,America/New_York
RNWK,USD,"RealNetworks, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
REPH,USD,"Recro Pharma, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
REPHV,USD,"Recro Pharma, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
RDFN,USD,Redfin Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
RCKY,USD,"Rocky Brands, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SPSC,USD,"SPS Commerce, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SDGR,USD,"Schrödinger, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SIR,USD,Select Income REIT,NASDAQ Stock Exchange,NASDAQ,America/New_York
SITM,USD,SiTime Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
SYTA,USD,Siyata Mobile Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
SLRC,USD,Solar Capital Ltd.,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPHS,USD,"Sophiris Bio, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SPKEP,USD,"Spark Energy, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
SPKE,USD,"Spark Energy, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
PETZ,USD,"TDH Holdings, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
RMR,USD,The RMR Group Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
REAL,USD,"The RealReal, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
TMDI,USD,Titan Medical Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
TRS,USD,TriMas Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
URGN,USD,UroGen Pharma Ltd.,NASDAQ Stock Exchange,NASDAQ,America/New_York
VERO,USD,Venus Concept Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
VRA,USD,"Vera Bradley, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
VICL,USD,Vical Incorporated,NASDAQ Stock Exchange,NASDAQ,America/New_York
VOD,USD,Vodafone Group Plc,NASDAQ Stock Exchange,NASDAQ,America/New_York
XCRA,USD,Xcerra Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
YRCW,USD,YRC Worldwide Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
YTRA,USD,"Yatra Online, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
ZEAL,USD,Zealand Pharma A/S,NASDAQ Stock Exchange,NASDAQ,America/New_York
Z,USD,"Zillow Group, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
ZG,USD,"Zillow Group, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
ATHN,USD,"athenahealth, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
BLUE,USD,"bluebird bio, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
IIIV,USD,"i3 Verticals, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
IRBT,USD,iRobot Corporation,NASDAQ Stock Exchange,NASDAQ,America/New_York
ACIW,USD,"ACI Worldwide, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
ADRO,USD,"Aduro BioTech, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
AVAV,USD,"AeroVironment, Inc.",NASDAQ Stock Exchange,NASDAQ,America/New_York
AMCN,USD,AirMedia Group Inc.,NASDAQ Stock Exchange,NASDAQ,America/New_York
